Gene ID	Annotation	Gene length (bp)	No. of Unique hits	Normalize Unique hits (hits/bp)	Total number of reads	Pvalue (Essential)	Adj. Pvalue (Essential)	FWER (Essential)	Pvalue (Improved fitness)	Adj. Pvalue (Improved fitness)	FWER (Improved fitness)
MPAO1_09040	3'-5' exonuclease	627	0.0	0.0	0.0	0.8096164620789599	1.0	1.0	0.19038353792104012	0.3895142484858593	1.0
MPAO1_09045	DUF3309 domain-containing protein	159	0.0	0.0	0.0	0.9077397625607749	1.0	1.0	0.09226023743922507	0.4041025899163674	1.0
MPAO1_09050	GNAT family N-acetyltransferase	1125	0.0	0.0	0.0	0.6730134507795171	1.0	1.0	0.32698654922048287	0.4145873460565139	1.0
MPAO1_09055	DUF2790 domain-containing protein	267	0.0	0.0	0.0	0.8763439269596978	1.0	1.0	0.12365607304030224	0.39696908647236295	1.0
MPAO1_09060	ABC transporter ATP-binding protein	1833	0.0	0.0	0.0	0.5078430550017508	1.0	1.0	0.49215694499824925	0.5182548410425849	1.0
MPAO1_09065	peptidylprolyl isomerase A	564	0.0	0.0	0.0	0.8312744148647015	1.0	1.0	0.16872558513529845	0.3924689313119447	1.0
MPAO1_09070	alpha/beta hydrolase	828	0.0	0.0	0.0	0.7545808399721313	1.0	1.0	0.24541916002786868	0.38925359488500055	1.0
MPAO1_09075	LysR family transcriptional regulator	930	0.0	0.0	0.0	0.7747665414377072	1.0	1.0	0.22523345856229282	0.38790573379113896	1.0
MPAO1_09080	3-phosphoglycerate kinase	318	0.0	0.0	0.0	0.8840895881205074	1.0	1.0	0.11591041187949258	0.4000712865693819	1.0
MPAO1_09085	FMN-dependent NADH-azoreductase 3	642	0.0	0.0	0.0	0.7612502848385325	1.0	1.0	0.23874971516146748	0.3895006454951723	1.0
MPAO1_09090	DMT family transporter	900	0.0	0.0	0.0	0.8167723452802428	1.0	1.0	0.18322765471975722	0.39078815473248657	1.0
MPAO1_09095	tRNA-binding protein	336	0.0	0.0	0.0	0.9238569894445031	1.0	1.0	0.07614301055549688	0.40140683053382126	1.0
MPAO1_09100	AraC family transcriptional regulator	765	0.0	0.0	0.0	0.868666126870463	1.0	1.0	0.13133387312953704	0.3934661092025579	1.0
MPAO1_09105	UDP-2,3-diacylglucosamine diphosphatase	813	1.0	0.0013679890560875513	11.0	0.9497509265862809	1.0	1.0	0.05024907341371909	0.37915796344780595	1.0
MPAO1_09110	glycosyltransferase family 1 protein	1056	1.0	0.0010526315789473684	185.0	0.9582472010622228	1.0	1.0	0.04175279893777717	0.37072953497923594	1.0
MPAO1_09115	protein CyaB	1392	3.0	0.0023961661341853034	120.0	0.9964095485377182	1.0	1.0	0.003590451462281763	0.15293241808182756	1.0
MPAO1_09120	DUF962 domain-containing protein	318	0.0	0.0	0.0	0.9157629192309905	1.0	1.0	0.08423708076900949	0.4019038642534397	1.0
MPAO1_09125	AraC family transcriptional regulator	1014	0.0	0.0	0.0	0.7032863963646971	1.0	1.0	0.29671360363530286	0.4011229443809361	1.0
MPAO1_09130	ABC transporter	645	0.0	0.0	0.0	0.8386217242384657	1.0	1.0	0.1613782757615343	0.39295008489076166	1.0
MPAO1_09135	MCE family protein	939	0.0	0.0	0.0	0.7612502848385325	1.0	1.0	0.23874971516146748	0.3895006454951723	1.0
MPAO1_09140	ABC transporter ATP-binding protein	795	0.0	0.0	0.0	0.8312744148647015	1.0	1.0	0.16872558513529845	0.3924689313119447	1.0
MPAO1_09145	ABC transporter permease	1146	0.0	0.0	0.0	0.6849630325092126	1.0	1.0	0.31503696749078736	0.40842242940248086	1.0
MPAO1_09150	TrkH family potassium uptake protein	1455	0.0	0.0	0.0	0.4946117553116419	1.0	1.0	0.5053882446883581	0.5295315690335417	1.0
MPAO1_09155	YkgJ family cysteine cluster protein	372	0.0	0.0	0.0	0.8919037101503576	1.0	1.0	0.10809628984964237	0.40625958550907787	1.0
MPAO1_09160	nitroreductase	561	0.0	0.0	0.0	0.8763439269596978	1.0	1.0	0.12365607304030224	0.39696908647236295	1.0
MPAO1_09165	hypothetical protein	480	0.0	0.0	0.0	0.9077397625607749	1.0	1.0	0.09226023743922507	0.4041025899163674	1.0
MPAO1_09170	sensor histidine kinase	1338	0.0	0.0	0.0	0.6554788156692519	1.0	1.0	0.3445211843307481	0.42348296141700903	1.0
MPAO1_09175	LTXXQ domain protein	441	0.0	0.0	0.0	0.8763439269596978	1.0	1.0	0.12365607304030224	0.39696908647236295	1.0
MPAO1_09180	DNA-binding response regulator	678	0.0	0.0	0.0	0.8763439269596978	1.0	1.0	0.12365607304030224	0.39696908647236295	1.0
MPAO1_09185	translation initiation factor 2 (IF-2, GTPase)	363	1.0	0.0030581039755351682	21.0	0.9973474842494129	1.0	1.0	0.0026525157505871144	0.14849035792334342	1.0
MPAO1_09190	YciI family protein	300	0.0	0.0	0.0	0.9157629192309905	1.0	1.0	0.08423708076900949	0.4019038642534397	1.0
MPAO1_09195	intracellular septation protein A	588	0.0	0.0	0.0	0.8096164620789599	1.0	1.0	0.19038353792104012	0.3895142484858593	1.0
MPAO1_09200	PHP domain-containing protein	888	0.0	0.0	0.0	0.7816143998230884	1.0	1.0	0.21838560017691155	0.3876987489700653	1.0
MPAO1_09205	threonylcarbamoyl-AMP synthase	630	0.0	0.0	0.0	0.767978678319144	1.0	1.0	0.23202132168085599	0.3883318134510454	1.0
MPAO1_09210	segregation/condensation protein A	753	0.0	0.0	0.0	0.7414167347708949	1.0	1.0	0.25858326522910513	0.3935661400871776	1.0
MPAO1_09215	SMC-Scp complex subunit ScpB	999	0.0	0.0	0.0	0.7414167347708949	1.0	1.0	0.25858326522910513	0.3935661400871776	1.0
MPAO1_09220	hypothetical protein	531	0.0	0.0	0.0	0.7545808399721313	1.0	1.0	0.24541916002786868	0.38925359488500055	1.0
MPAO1_09225	DUF1289 domain-containing protein	183	0.0	0.0	0.0	0.932022599978382	1.0	1.0	0.067977400021618	0.3845728174466512	1.0
MPAO1_09230	aldehyde dehydrogenase	1005	0.0	0.0	0.0	0.6971247831091576	1.0	1.0	0.3028752168908424	0.40424625905639683	1.0
MPAO1_09235	phosphogluconate dehydratase	1827	0.0	0.0	0.0	0.6109210700108068	1.0	1.0	0.38907892998919325	0.44720491796567813	1.0
MPAO1_09240	glucokinase	996	0.0	0.0	0.0	0.7284822851036574	1.0	1.0	0.2715177148963426	0.3956324065842096	1.0
MPAO1_09245	DNA-binding response regulator	729	0.0	0.0	0.0	0.8167723452802428	1.0	1.0	0.18322765471975722	0.39078815473248657	1.0
MPAO1_09250	HAMP domain-containing protein	1422	0.0	0.0	0.0	0.6789619534005037	1.0	1.0	0.3210380465994963	0.4115728763166498	1.0
MPAO1_09260	carbohydrate ABC transporter substrate-binding protein	1263	1.0	8.795074758135445E-4	20.0	0.9519293301565295	1.0	1.0	0.048070669843470526	0.37032686414144134	1.0
MPAO1_09265	sugar ABC transporter permease	933	0.0	0.0	0.0	0.6612723365097248	1.0	1.0	0.33872766349027517	0.42102795643811325	1.0
MPAO1_09270	carbohydrate ABC transporter permease	846	1.0	0.0013123359580052493	537.0	0.9602780032745817	1.0	1.0	0.03972199672541832	0.3642525690358953	1.0
MPAO1_09275	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	1161	0.0	0.0	0.0	0.6497360528627627	1.0	1.0	0.3502639471372373	0.42608681317729324	1.0
MPAO1_09280	porin	1365	0.0	0.0	0.0	0.6612723365097248	1.0	1.0	0.33872766349027517	0.42102795643811325	1.0
MPAO1_09285	aldose epimerase	132	0.0	0.0	0.0	0.9077397625607749	1.0	1.0	0.09226023743922507	0.4041025899163674	1.0
MPAO1_09290	D-hexose-6-phosphate mutarotase	852	0.0	0.0	0.0	0.7545808399721313	1.0	1.0	0.24541916002786868	0.38925359488500055	1.0
MPAO1_09295	MurR/RpiR family transcriptional regulator	858	0.0	0.0	0.0	0.7479698272609776	1.0	1.0	0.2520301727390224	0.3920172943529964	1.0
MPAO1_09300	glucose-6-phosphate 1-dehydrogenase	1470	0.0	0.0	0.0	0.6055686852888434	1.0	1.0	0.39443131471115656	0.4503627171468878	1.0
MPAO1_09305	6-phosphogluconolactonase	717	0.0	0.0	0.0	0.8610555933102664	1.0	1.0	0.13894440668973362	0.39114713722330186	1.0
MPAO1_09310	2-dehydro-3-deoxy-phosphogluconate aldolase	663	0.0	0.0	0.0	0.8167723452802428	1.0	1.0	0.18322765471975722	0.39078815473248657	1.0
MPAO1_09315	NUDIX domain-containing protein	438	0.0	0.0	0.0	0.8025232728029628	1.0	1.0	0.19747672719703724	0.3886066965062554	1.0
MPAO1_09320	ribosomal large subunit pseudouridine synthase B	1161	0.0	0.0	0.0	0.6910171528086518	1.0	1.0	0.30898284719134816	0.4062181113376749	1.0
MPAO1_09330	hypothetical protein	378	0.0	0.0	0.0	0.8919037101503576	1.0	1.0	0.10809628984964237	0.40625958550907787	1.0
MPAO1_09335	GGDEF domain-containing protein	924	0.0	0.0	0.0	0.7816143998230884	1.0	1.0	0.21838560017691155	0.3876987489700653	1.0
MPAO1_09340	sodium/glutamate symporter	1215	0.0	0.0	0.0	0.7095024697094929	1.0	1.0	0.29049753029050707	0.40045602322879936	1.0
MPAO1_09345	formimidoylglutamase	936	0.0	0.0	0.0	0.7816143998230884	1.0	1.0	0.21838560017691155	0.3876987489700653	1.0
MPAO1_09350	IclR family transcriptional regulator	729	0.0	0.0	0.0	0.8239914765338922	1.0	1.0	0.17600852346610785	0.3898184253706789	1.0
MPAO1_09355	YciK family oxidoreductase	741	0.0	0.0	0.0	0.7220999263270307	1.0	1.0	0.2779000736729693	0.3969615147143897	1.0
MPAO1_09360	phosphoglycolate phosphatase	681	0.0	0.0	0.0	0.7816143998230884	1.0	1.0	0.21838560017691155	0.3876987489700653	1.0
MPAO1_09365	bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase	699	0.0	0.0	0.0	0.7612502848385325	1.0	1.0	0.23874971516146748	0.3895006454951723	1.0
MPAO1_09370	TRZ/ATZ family hydrolase	1335	0.0	0.0	0.0	0.6272637462159484	1.0	1.0	0.3727362537840516	0.4378384691731926	1.0
MPAO1_09375	S-methyl-5-thioribose-1-phosphate isomerase	1077	0.0	0.0	0.0	0.6272637462159484	1.0	1.0	0.3727362537840516	0.4378384691731926	1.0
MPAO1_09380	DNA gyrase subunit A	2772	0.0	0.0	0.0	0.31299421882175643	1.0	1.0	0.6870057811782435	0.6918314171262148	1.0
MPAO1_09385	3-phosphoserine/phosphohydroxythreonine transaminase	1086	0.0	0.0	0.0	0.621768180492821	1.0	1.0	0.378231819507179	0.4413830921308711	1.0
MPAO1_09390	P-protein	1098	0.0	0.0	0.0	0.6272637462159484	1.0	1.0	0.3727362537840516	0.4378384691731926	1.0
MPAO1_09395	histidinol-phosphate aminotransferase	1110	1.0	0.001002004008016032	30.0	0.9335678160119513	1.0	1.0	0.06643218398804873	0.3780139181817526	1.0
MPAO1_09400	bifunctional prephenate dehydrogenase/3-phosphoshikimate 1-carboxyvinyltransferase	2241	0.0	0.0	0.0	0.42965247779116517	1.0	1.0	0.5703475222088348	0.583551389998874	1.0
MPAO1_09405	cytidylate kinase	690	0.0	0.0	0.0	0.7885227837499821	1.0	1.0	0.21147721625001792	0.3874884903733184	1.0
MPAO1_09410	30S ribosomal protein S1	1680	0.0	0.0	0.0	0.5306864397098464	1.0	1.0	0.4693135602901536	0.5004762531541225	1.0
MPAO1_09415	integration host factor subunit beta	285	0.0	0.0	0.0	0.8919037101503576	1.0	1.0	0.10809628984964237	0.40625958550907787	1.0
MPAO1_09420	LapA family protein	297	0.0	0.0	0.0	0.7885227837499821	1.0	1.0	0.21147721625001792	0.3874884903733184	1.0
MPAO1_09425	O-antigen chain length regulator	1047	0.0	0.0	0.0	0.3969374446395171	1.0	1.0	0.6030625553604829	0.6141375087333539	1.0
MPAO1_09430	UDP-N-acetyl-D-glucosamine 6-dehydrogenase	1311	0.0	0.0	0.0	0.35402997957158744	1.0	1.0	0.6459700204284126	0.6534179624984012	1.0
MPAO1_09435	UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate oxidase	951	0.0	0.0	0.0	0.4529471049301536	1.0	1.0	0.5470528950698463	0.5641363012667644	1.0
MPAO1_09440	acyltransferase	1890	0.0	0.0	0.0	0.2220701712588296	1.0	1.0	0.7779298287411704	0.7799200977896298	1.0
MPAO1_09445	UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronate N-acetyltransferase	576	0.0	0.0	0.0	0.6612723365097248	1.0	1.0	0.33872766349027517	0.42102795643811325	1.0
MPAO1_09450	UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase	1080	0.0	0.0	0.0	0.3865956702733533	1.0	1.0	0.6134043297266467	0.6236967047454125	1.0
MPAO1_09455	O-antigen polymerase	1317	0.0	0.0	0.0	0.24898446853796907	1.0	1.0	0.7510155314620309	0.7537082625804709	1.0
MPAO1_09460	lipopolysaccharide biosynthesis protein	1236	0.0	0.0	0.0	0.32707307110010575	1.0	1.0	0.6729269288998942	0.6787001523805042	1.0
MPAO1_09465	imidazole glycerol phosphate synthase subunit HisH	609	0.0	0.0	0.0	0.5545573470349843	1.0	1.0	0.44544265296501573	0.4825491916933952	1.0
MPAO1_09470	imidazole glycerol phosphate synthase cyclase subunit	756	0.0	0.0	0.0	0.5306864397098464	1.0	1.0	0.4693135602901536	0.5004762531541225	1.0
MPAO1_09475	N-acetyl sugar amidotransferase	1134	0.0	0.0	0.0	0.2742905828379409	1.0	1.0	0.7257094171620591	0.729182898133091	1.0
MPAO1_09480	glycosyltransferase	1122	0.0	0.0	0.0	0.3242075275877649	1.0	1.0	0.6757924724122351	0.6811227971260491	1.0
MPAO1_09485	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	1065	0.0	0.0	0.0	0.37985128212534663	1.0	1.0	0.6201487178746534	0.6297916661484473	1.0
MPAO1_09490	glycosyltransferase WbuB	1242	0.0	0.0	0.0	0.37652333961547396	1.0	1.0	0.6234766603845261	0.6328433448005948	1.0
MPAO1_09495	NAD-dependent epimerase/dehydratase family protein	951	0.0	0.0	0.0	0.5795019961667469	1.0	1.0	0.4204980038332531	0.4658287347402679	1.0
MPAO1_09500	glycosyltransferase WbpL	1020	0.0	0.0	0.0	0.4334500079702334	1.0	1.0	0.5665499920297665	0.580271973018116	1.0
MPAO1_09510	polysaccharide biosynthesis protein	1998	0.0	0.0	0.0	0.35715911207101997	1.0	1.0	0.64284088792898	0.6505886259033307	1.0
MPAO1_09515	ComEA family DNA-binding protein	330	0.0	0.0	0.0	0.8763439269596978	1.0	1.0	0.12365607304030224	0.39696908647236295	1.0
MPAO1_09520	tRNA-Asn	76	0.0	0.0	0.0	0.9402603831495334	1.0	1.0	0.05973961685046658	0.3775800729538092	1.0
MPAO1_09525	aspartate/tyrosine/aromatic aminotransferase	1197	0.0	0.0	0.0	0.6497360528627627	1.0	1.0	0.3502639471372373	0.42608681317729324	1.0
MPAO1_09530	excinuclease ABC subunit B	2013	1.0	5.521811154058532E-4	17.0	0.7878223821543945	1.0	1.0	0.21217761784560552	0.37747579833428246	1.0
MPAO1_09535	EmrB/QacA family drug resistance transporter	1500	1.0	7.407407407407407E-4	44.0	0.853467265034427	1.0	1.0	0.14653273496557295	0.3744867026641903	1.0
MPAO1_09540	HlyD family secretion protein	1068	1.0	0.0010395010395010396	102.0	0.9750491497761123	1.0	1.0	0.024950850223887655	0.3295755002607003	1.0
MPAO1_09545	LysR family transcriptional regulator	921	0.0	0.0	0.0	0.7032863963646971	1.0	1.0	0.29671360363530286	0.4011229443809361	1.0
MPAO1_09550	glutamate--tRNA ligase	1485	0.0	0.0	0.0	0.5353769695556908	1.0	1.0	0.4646230304443092	0.49718808901358996	1.0
MPAO1_09555	tRNA-Ala	76	0.0	0.0	0.0	0.9402603831495334	1.0	1.0	0.05973961685046658	0.3775800729538092	1.0
MPAO1_09560	tRNA-Glu	76	0.0	0.0	0.0	0.9654131757845352	1.0	1.0	0.03458682421546477	0.35480166271989866	1.0
MPAO1_09565	tRNA-Ala	76	0.0	0.0	0.0	0.9402603831495334	1.0	1.0	0.05973961685046658	0.3775800729538092	1.0
MPAO1_09570	tRNA-Glu	76	0.0	0.0	0.0	0.9654131757845352	1.0	1.0	0.03458682421546477	0.35480166271989866	1.0
MPAO1_09575	TetR/AcrR family transcriptional regulator	543	0.0	0.0	0.0	0.8460339736056526	1.0	1.0	0.15396602639434742	0.3914413075890891	1.0
MPAO1_09580	alpha/beta fold hydrolase	858	0.0	0.0	0.0	0.7545808399721313	1.0	1.0	0.24541916002786868	0.38925359488500055	1.0
MPAO1_09585	KHG/KDPG aldolase	648	0.0	0.0	0.0	0.7885227837499821	1.0	1.0	0.21147721625001792	0.3874884903733184	1.0
MPAO1_09590	acyl-CoA thioesterase	438	0.0	0.0	0.0	0.8610555933102664	1.0	1.0	0.13894440668973362	0.39114713722330186	1.0
MPAO1_09595	tRNA dihydrouridine(16) synthase DusC	960	0.0	0.0	0.0	0.7032863963646971	1.0	1.0	0.29671360363530286	0.4011229443809361	1.0
MPAO1_09600	SDR family oxidoreductase	747	0.0	0.0	0.0	0.71577348449497	1.0	1.0	0.28422651550503	0.3993983882712327	1.0
MPAO1_09605	GNAT family N-acetyltransferase	804	1.0	0.0013812154696132596	37.0	0.9813576589097489	1.0	1.0	0.01864234109025109	0.3043880025791553	1.0
MPAO1_09610	heat-shock protein IbpA	450	0.0	0.0	0.0	0.8096164620789599	1.0	1.0	0.19038353792104012	0.3895142484858593	1.0
MPAO1_09615	SGNH/GDSL hydrolase family protein	1329	0.0	0.0	0.0	0.6272637462159484	1.0	1.0	0.3727362537840516	0.4378384691731926	1.0
MPAO1_09620	LysR family transcriptional regulator	912	0.0	0.0	0.0	0.7545808399721313	1.0	1.0	0.24541916002786868	0.38925359488500055	1.0
MPAO1_09625	RidA family protein	378	0.0	0.0	0.0	0.8997868981480892	1.0	1.0	0.10021310185191079	0.4031845398258259	1.0
MPAO1_09630	LysR family transcriptional regulator	894	0.0	0.0	0.0	0.7545808399721313	1.0	1.0	0.24541916002786868	0.38925359488500055	1.0
MPAO1_09635	3-isopropylmalate dehydratase large subunit	1425	0.0	0.0	0.0	0.6002631937313465	1.0	1.0	0.3997368062686535	0.4536009550670165	1.0
MPAO1_09640	3-isopropylmalate dehydratase small subunit	639	0.0	0.0	0.0	0.7816143998230884	1.0	1.0	0.21838560017691155	0.3876987489700653	1.0
MPAO1_09645	class I SAM-dependent methyltransferase	762	0.0	0.0	0.0	0.8096164620789599	1.0	1.0	0.19038353792104012	0.3895142484858593	1.0
MPAO1_09650	3-isopropylmalate dehydrogenase	1083	0.0	0.0	0.0	0.6440436033903786	1.0	1.0	0.3559563966096214	0.428752397391671	1.0
MPAO1_09655	aspartate-semialdehyde dehydrogenase	1113	0.0	0.0	0.0	0.667117064014588	1.0	1.0	0.33288293598541197	0.41782743918903514	1.0
MPAO1_09660	aspartate-semialdehyde dehydrogenase	1011	0.0	0.0	0.0	0.6971247831091576	1.0	1.0	0.3028752168908424	0.40424625905639683	1.0
MPAO1_09665	motility protein FimV	2760	9.0	0.0036231884057971015	241.0	0.9999999982873407	1.0	1.0	1.7126593476746166E-9	4.3769615850571286E-7	1.0067011645631396E-5
MPAO1_09670	tRNA pseudouridine(38-40) synthase TruA	858	0.0	0.0	0.0	0.6440436033903786	1.0	1.0	0.3559563966096214	0.428752397391671	1.0
MPAO1_09675	phosphoribosylanthranilate isomerase	636	0.0	0.0	0.0	0.767978678319144	1.0	1.0	0.23202132168085599	0.3883318134510454	1.0
MPAO1_09680	acetyl-CoA carboxylase carboxyl transferase subunit beta	873	0.0	0.0	0.0	0.6971247831091576	1.0	1.0	0.3028752168908424	0.40424625905639683	1.0
MPAO1_09685	bifunctional tetrahydrofolate synthase/dihydrofolate synthase	1290	0.0	0.0	0.0	0.6612723365097248	1.0	1.0	0.33872766349027517	0.42102795643811325	1.0
MPAO1_09690	SPOR domain-containing protein	660	0.0	0.0	0.0	0.8610555933102664	1.0	1.0	0.13894440668973362	0.39114713722330186	1.0
MPAO1_09695	CvpA family protein	543	0.0	0.0	0.0	0.7954922281799731	1.0	1.0	0.20450777182002688	0.38890219435720413	1.0
MPAO1_09700	amidophosphoribosyltransferase	1506	0.0	0.0	0.0	0.48172518277643905	1.0	1.0	0.518274817223561	0.539953806387822	1.0
MPAO1_09705	O-succinylhomoserine sulfhydrylase	1212	0.0	0.0	0.0	0.6730134507795171	1.0	1.0	0.32698654922048287	0.4145873460565139	1.0
MPAO1_09710	SDR family oxidoreductase	768	0.0	0.0	0.0	0.7816143998230884	1.0	1.0	0.21838560017691155	0.3876987489700653	1.0
MPAO1_09715	type II secretion system protein GspD	1977	0.0	0.0	0.0	0.4775047054757757	1.0	1.0	0.5224952945242243	0.5431954972078865	1.0
MPAO1_09720	type II secretion system protein N	708	0.0	0.0	0.0	0.8096164620789599	1.0	1.0	0.19038353792104012	0.3895142484858593	1.0
MPAO1_09725	type II secretion system protein GspE	1509	0.0	0.0	0.0	0.6002631937313465	1.0	1.0	0.3997368062686535	0.4536009550670165	1.0
MPAO1_09730	type II secretion system protein GspF	1218	0.0	0.0	0.0	0.6910171528086518	1.0	1.0	0.30898284719134816	0.4062181113376749	1.0
MPAO1_09735	type II secretion system protein GspG	447	0.0	0.0	0.0	0.8312744148647015	1.0	1.0	0.16872558513529845	0.3924689313119447	1.0
MPAO1_09740	type II secretion system protein GspH	519	0.0	0.0	0.0	0.8763439269596978	1.0	1.0	0.12365607304030224	0.39696908647236295	1.0
MPAO1_09745	type II secretion system protein GspI	390	0.0	0.0	0.0	0.9157629192309905	1.0	1.0	0.08423708076900949	0.4019038642534397	1.0
MPAO1_09750	type II secretion system protein GspJ	714	0.0	0.0	0.0	0.8460339736056526	1.0	1.0	0.15396602639434742	0.3914413075890891	1.0
MPAO1_09755	type II secretion system protein K	1002	0.0	0.0	0.0	0.7349210550528498	1.0	1.0	0.26507894494715023	0.3942646858297948	1.0
MPAO1_09760	type II secretion system protein GspL	1149	0.0	0.0	0.0	0.8096164620789599	1.0	1.0	0.19038353792104012	0.3895142484858593	1.0
MPAO1_09765	type II secretion system protein M	525	0.0	0.0	0.0	0.9077397625607749	1.0	1.0	0.09226023743922507	0.4041025899163674	1.0
MPAO1_09770	tRNA-Val	76	0.0	0.0	0.0	0.9485709768636659	1.0	1.0	0.05142902313633413	0.3807302241755315	1.0
MPAO1_09775	tRNA-Asp	77	0.0	0.0	0.0	0.9654131757845352	1.0	1.0	0.03458682421546477	0.35480166271989866	1.0
MPAO1_09780	tRNA-Asp	77	0.0	0.0	0.0	0.9654131757845352	1.0	1.0	0.03458682421546477	0.35480166271989866	1.0
MPAO1_09785	AraC family transcriptional regulator	1038	0.0	0.0	0.0	0.7032863963646971	1.0	1.0	0.29671360363530286	0.4011229443809361	1.0
MPAO1_09790	carbon-nitrogen hydrolase family protein	1119	0.0	0.0	0.0	0.7612502848385325	1.0	1.0	0.23874971516146748	0.3895006454951723	1.0
MPAO1_09795	NADPH-dependent 2,4-dienoyl-CoA reductase	2040	0.0	0.0	0.0	0.448978757326358	1.0	1.0	0.551021242673642	0.5677305634418349	1.0
MPAO1_09800	chromosome partitioning protein ParA	1440	0.0	0.0	0.0	0.6910171528086518	1.0	1.0	0.30898284719134816	0.4062181113376749	1.0
MPAO1_09805	pyridoxal-phosphate dependent enzyme	900	0.0	0.0	0.0	0.7816143998230884	1.0	1.0	0.21838560017691155	0.3876987489700653	1.0
MPAO1_09810	DUF1853 family protein	966	0.0	0.0	0.0	0.7747665414377072	1.0	1.0	0.22523345856229282	0.38790573379113896	1.0
MPAO1_09815	NAD kinase	888	0.0	0.0	0.0	0.6272637462159484	1.0	1.0	0.3727362537840516	0.4378384691731926	1.0
MPAO1_09820	serine/threonine protein phosphatase	981	0.0	0.0	0.0	0.7095024697094929	1.0	1.0	0.29049753029050707	0.40045602322879936	1.0
MPAO1_09825	rhomboid family intramembrane serine protease	861	0.0	0.0	0.0	0.7545808399721313	1.0	1.0	0.24541916002786868	0.38925359488500055	1.0
MPAO1_09830	DUF1315 family protein	264	0.0	0.0	0.0	0.8919037101503576	1.0	1.0	0.10809628984964237	0.40625958550907787	1.0
MPAO1_09835	DUF2797 domain-containing protein	801	0.0	0.0	0.0	0.7284822851036574	1.0	1.0	0.2715177148963426	0.3956324065842096	1.0
MPAO1_09840	aminopeptidase N	2658	1.0	4.180602006688963E-4	16.0	0.8069345579755333	1.0	1.0	0.19306544202446674	0.38094617932857183	1.0
MPAO1_09850	DUF1302 domain-containing protein	1965	0.0	0.0	0.0	0.4650638385595877	1.0	1.0	0.5349361614404122	0.5535835839694969	1.0
MPAO1_09855	DUF1329 domain-containing protein	1368	0.0	0.0	0.0	0.6109210700108068	1.0	1.0	0.38907892998919325	0.44720491796567813	1.0
MPAO1_09860	hypothetical protein	1098	0.0	0.0	0.0	0.7954922281799731	1.0	1.0	0.20450777182002688	0.38890219435720413	1.0
MPAO1_09865	RND family transporter	2382	0.0	0.0	0.0	0.37985128212534663	1.0	1.0	0.6201487178746534	0.6297916661484473	1.0
MPAO1_09870	sensor histidine kinase	1296	0.0	0.0	0.0	0.6384010264483133	1.0	1.0	0.3615989735516867	0.43218356375291056	1.0
MPAO1_09875	DNA-binding response regulator	672	0.0	0.0	0.0	0.8312744148647015	1.0	1.0	0.16872558513529845	0.3924689313119447	1.0
MPAO1_09880	alpha/beta hydrolase	1080	0.0	0.0	0.0	0.7284822851036574	1.0	1.0	0.2715177148963426	0.3956324065842096	1.0
MPAO1_09885	protein BatD	1632	1.0	6.811989100817438E-4	14.0	0.9383508552013291	1.0	1.0	0.061649144798670896	0.3612898037154412	1.0
MPAO1_09890	VWA domain-containing protein	1761	0.0	0.0	0.0	0.7612502848385325	1.0	1.0	0.23874971516146748	0.3895006454951723	1.0
MPAO1_09895	VWA domain-containing protein	1023	0.0	0.0	0.0	0.7612502848385325	1.0	1.0	0.23874971516146748	0.3895006454951723	1.0
MPAO1_09900	DUF4381 domain-containing protein	495	0.0	0.0	0.0	0.9157629192309905	1.0	1.0	0.08423708076900949	0.4019038642534397	1.0
MPAO1_09905	DUF58 domain-containing protein	939	0.0	0.0	0.0	0.8096164620789599	1.0	1.0	0.19038353792104012	0.3895142484858593	1.0
MPAO1_09910	MoxR family ATPase	981	0.0	0.0	0.0	0.7095024697094929	1.0	1.0	0.29049753029050707	0.40045602322879936	1.0
MPAO1_09915	hypothetical protein	771	1.0	0.001443001443001443	33.0	0.9622698451844303	1.0	1.0	0.03773015481556974	0.35598370787466926	1.0
MPAO1_09920	NAD-specific glutamate dehydrogenase	4863	2.0	4.569339730408956E-4	25.0	0.7738227517592637	1.0	1.0	0.22617724824073626	0.3788742847418204	1.0
MPAO1_09925	MarR family transcriptional regulator	444	0.0	0.0	0.0	0.8919037101503576	1.0	1.0	0.10809628984964237	0.40625958550907787	1.0
MPAO1_09930	cysteine hydrolase	573	0.0	0.0	0.0	0.7816143998230884	1.0	1.0	0.21838560017691155	0.3876987489700653	1.0
MPAO1_09935	FUSC family protein	987	0.0	0.0	0.0	0.667117064014588	1.0	1.0	0.33288293598541197	0.41782743918903514	1.0
MPAO1_09940	PbsX family transcriptional regulator	2847	1.0	3.901677721420211E-4	42.0	0.7103357076359249	1.0	1.0	0.2896642923640751	0.3995885262886725	1.0
MPAO1_09945	pellicle/biofilm biosynthesis protein PelB	3582	0.0	0.0	0.0	0.37985128212534663	1.0	1.0	0.6201487178746534	0.6297916661484473	1.0
